Prof Name,Quality,Difficulty,Grade,Comment 
Sarah Stroud ,5.0,4.0,B+,"Amazing professor who truly cares about what she teaches. The course material will be tough if you don't attend lecture. Her evaluation of the text is super useful for your papers, so I would take advantage of lectures AND conferences."
Sarah Stroud ,2.0,4.0,N/A,"She's very nice but infuriatingly slow in lecture. She repeats herself ad nauseam. Her pace would be bearable if her TAs weren't such harsh graders. You have to follow strict guidelines on the papers in order to get anything above a B. I've done well in upper year philosophy courses and got a poor mark in this class, so I wouldn't take her again."
Sarah Stroud ,5.0,4.0,A-,"I love Sarah Stroud, I wish I could take more classes with her but I took her ethical theory class in my last semester at McGill. Her lectures are super clear and she definitely commands the room. The grading is a bit tough, but she is so clear in her expectations and tells you exactly what she's looking for in her papers."
Sarah Stroud ,5.0,5.0,A-,Lectures were very clear though didn't go terribly deep - really just explained the readings. Very tough marker. Definitely advise going to office hours and class.
Sarah Stroud ,5.0,4.0,B+,A very passionate professor! She is very friendly to students and enthusiastic to what she is teaching! Absolutely recommend!
Sarah Stroud ,4.0,3.0,B+,"Pretty slow pacing in class, but the content of 230 and 334 is interesting and stroud is great at explaining things, and is clearly extremely passionate about her work. Almost all of the readings for 334 are extremely interesting and rewarding, although they're quite hard"
Sarah Stroud ,5.0,5.0,A,"Sarah Stroud is one of the best profs I have had. Amazing lecturer that loves the material she teaches and manages to infect students with her enthusiasm. However, I worked harder to pull off an A in this 200-level class than I did for many of my 3-400 levels. Over all though? WELL worth it if you are ready to take on the challenge. 3papers, 1final"
Sarah Stroud ,5.0,4.0,N/A,"An absolutely amazing professor. She always teaches with incredible enthusiasm so her passion shines through. The material is definitely world view changing. However, the class requires a fair amount of reading (30 pages per week of dense hundreds of years old philosophy). Also, papers are very hard to do well in. Do EXACTLY what the prompt wants."
Sarah Stroud ,5.0,4.0,B+,"One of my favourite professors in the department, amazing lectures. You can tell she is passionate and incredibly involved in metaethics (the class and her field of specialization). Quite a harsh grader and you need to know all your readings well but she motivates you to do them all tbh, love her!"
Sarah Stroud ,1.0,5.0,N/A,You won't do well in this class unless you follow her exact guidelines. Essays follow the same format and there isn't room for freedom.
Sarah Stroud ,2.0,4.0,N/A,"She is very clear in her lectures & takes time to go over concepts until they feel simple. I enjoyed the lectures, but the papers were hard (we had 3 and a final). The topics relate to what she focuses on, but you only get the topic 10 days before its due, averaging C+/B-, which I think is because of harsh grading rather than low quality papers."
Sarah Stroud ,2.0,4.0,A,"She wants a very specific type of essay, so most do poorly on the first one. Class average this year was around a 2.8 (TA told me). That being said, the material is very interesting and it is possible to get an A."
Sarah Stroud ,5.0,4.0,A-,"I adored Stroud. Her lectures were interesting and clear, but you have to do the readings and go to lectures. It really helps to take notes during the lectures for the papers, since she's explaining the material you're writing about. She is a very tough grader (B- class average or lower), but philosophy is a tough major. Would recommend!"
Sarah Stroud ,5.0,4.0,N/A,"I loved this class! The lectures were at 8:30 and I probably wouldn't have gotten up for a different class, but Prof Stroud's lectures were very interesting and extremely helpful with understanding the material. I absolutely loved her. I decided to become a philosophy major because of this course!"
Sarah Stroud ,3.5,4.0,N/A,"Super clear but takes forever to go through relatively basic material. Assigns a lot of reading, and the paper are harshly graded. "
Sarah Stroud ,5.0,3.0,N/A,"Phenomenal lecturer who is quite accomplished in her field. She is a privilege to have at McGill. Neither of her courses are easy to get an A in, but she is entertaining, clear as can be, very fair, helpful, cheery, and she will not only make you fully understand the material but make you a smarter person. All first years should take Phil 230."
Sarah Stroud ,3.5,3.0,C,Very qualified but painfully patronizing in lecture. Assignments are heavy for a 200 level but beyond that they are fair.
Patrick Andre Mather ,5.0,1.0,A-,"Awesome professor, always available to help you in whatever you may need from him. Best educator I have met in my life."
Patrick Andre Mather ,5.0,1.0,N/A,"He teaches at CCNY now, and he's one of the best french teachers I've ever had. He speaks French mostly, but he always explains things in english, and makes it very clear. The homeworks and tests are easy. Teaches both 122 and 225. Great prof!"
Patrick Andre Mather ,5.0,1.0,N/A,"Very nice, cute, helpful."
Patrick Andre Mather ,5.0,2.0,N/A,Oh he's just adorable and a great professor
Patrick Andre Mather ,4.5,1.0,N/A,excellent prof. his questions are fair.his classes are never boring. just work and you'll get good marks with him.
Patrick Andre Mather ,5.0,2.0,N/A,"Brought my French to a usable level!  If he doesn't get far professionally, it's only because he likes actually *teaching* too much for the jerks who run academia."
Gil Troy ,2.0,3.0,N/A,"This was the class I was most looking forward to at the start of the semester, but it soon turned into the one I least looked forward to attending each week. Not only was the professor RARELY at lecture, but when he was there, he lectured in an arrogant manner."
Gil Troy ,2.0,4.0,N/A,"Great lectures, packed with information but very entertaining. A lot of reading but for the most part  relevant and interesting. He marks pretty hard for the midterm and the paper but the paper was open ended and allowed you to research something you were interested in. Tons of information to know for final but ended focusing on themes not details."
Gil Troy ,4.0,3.0,N/A,"A great introduction to modern American history. It was extremely rushed through, but I suppose that's the purpose of a survey course. There are tons of readings for a 200 level, but they're mostly quite relevant and interesting. I did enjoy the books he wrote. However, I questioned some of the books' relevance, such as the one on women's history."
Gil Troy ,1.5,5.0,N/A,"As mentioned, missed a ridiculous amount of classes. Because of the amount missed, there were movies and ""filler"" materials used when Troy did not show up. I was very excited to take this class, and was left extremely disappointed."
Gil Troy ,1.0,4.0,N/A,"If he had told us how many lectures he would be missing at the beginning of the year I would not have taken this class. Extremely unreasonable amount of reading assigned. Final exam was way too long. Asks you to write argumentative essays, with approximately 4 prompts calling for description in each question. Erratic lecture style. DO NOT TAKE."
Gil Troy ,2.0,3.0,N/A,"As everyone else has mentioned, erratic lecture style/course organization, irresponsible number of lectures missed, unrealistic number of readings, and an overall overwhelming final exam. It's a shame for a course that had so much potential."
